name,pID,height,weight,birthYr,firstSeasonID
Milt Palacio,palacmi01,75,195,1978,2000
Trayvon Palmer,palmetr01,78,200,1994,2022
Walter Palmer,palmewa01,85,215,1968,1991
Kevin Pangos,pangoke01,74,179,1993,2022
Andy Panko,pankoan01,81,222,1977,2001
Georgios Papagiannis,papagge01,85,240,1997,2017
Kostas Papanikolaou,papanko01,80,225,1990,2015
Jannero Pargo,pargoja01,73,175,1979,2003
Jeremy Pargo,pargoje01,74,219,1986,2012
Robert Parish,parisro01,85,230,1953,1977
Anthony Parker,parkean01,78,215,1975,1998
Jabari Parker,parkeja01,80,245,1995,2015
Smush Parker,parkesm01,76,190,1981,2003
Tony Parker,parketo01,74,185,1982,2002
Cherokee Parks,parksch02,83,235,1972,1996
Chandler Parsons,parsoch01,81,230,1988,2012
Eric Paschall,pascher01,78,255,1996,2020
Anžejs Pasečņiks,pasecan01,85,229,1995,2020
Žarko Paspalj,paspaza01,81,215,1966,1990
Andrae Patterson,pattean01,81,238,1975,1999
Lamar Patterson,pattela01,77,225,1991,2016
Patrick Patterson,pattepa01,80,235,1989,2011
Ruben Patterson,patteru01,77,224,1975,1999
Justin Patton,pattoju01,83,241,1997,2018
Brandon Paul,paulbr01,76,200,1991,2018
Chris Paul,paulch01,72,175,1985,2006
Sasha Pavlović,pavloal01,80,220,1983,2004
Jim Paxson,paxsoji02,78,200,1957,1980
John Paxson,paxsojo01,74,185,1960,1984
Adreian Payne,paynead01,82,237,1991,2015
Cameron Payne,payneca01,73,183,1994,2016
Kenny Payne,payneke01,80,195,1966,1990
Elfrid Payton,paytoel01,75,195,1994,2015
Gary Payton,paytoga01,76,180,1968,1991
Gary Payton II,paytoga02,75,190,1992,2017
Oleksiy Pecherov,pecheol01,84,232,1985,2008
Anthony Peeler,peelean01,76,208,1969,1993
Nikola Peković,pekovni01,83,307,1986,2011
Norvel Pelle,pelleno01,82,231,1993,2020
Mike Penberthy,penbemi01,75,185,1974,2001
Jeff Ayres,pendeje02,81,240,1987,2010
Desmond Penigar,penigde01,79,245,1981,2004
Kirk Penney,penneki01,77,220,1980,2004
Mike Peplowski,peplomi01,82,270,1970,1994
Will Perdue,perduwi01,84,240,1965,1989
Kendrick Perkins,perkike01,82,270,1984,2004
Sam Perkins,perkisa01,81,235,1961,1985
Kosta Perović,perovko01,86,240,1985,2008
London Perrantes,perralo01,74,200,1994,2018
Elliot Perry,perryel01,72,150,1969,1992
Reggie Perry,perryre01,80,250,2000,2021
Tim Perry,perryti01,81,200,1965,1989
Chuck Person,persoch01,80,220,1964,1987
Wesley Person,persowe01,78,195,1971,1995
Alec Peters,peteral01,81,232,1995,2018
Jim Petersen,peterji01,82,235,1962,1985
Morris Peterson,petermo01,79,218,1977,2001
Dražen Petrović,petrodr01,77,195,1964,1990
Johan Petro,petrojo01,84,247,1986,2006
Richard Petruška,petruri01,82,260,1969,1994
Derrick Phelps,phelpde01,76,181,1972,1995
Bobby Phills,phillbo01,77,210,1969,1992
Eric Piatkowski,piatker01,79,215,1970,1995
Jamorko Pickett,pickeja01,81,206,1997,2022
Paul Pierce,piercpa01,79,235,1977,1999
Ricky Pierce,piercri01,76,205,1959,1983
Mickaël Piétrus,pietrmi01,78,215,1982,2004
Ed Pinckney,pincked01,81,195,1963,1986
Kevinn Pinkney,pinknke01,82,245,1983,2007
Theo Pinson,pinsoth01,77,212,1995,2019
Scottie Pippen,pippesc01,80,210,1965,1988
Dexter Pittman,pittmde01,83,308,1988,2011
Zoran Planinić,planizo01,79,195,1982,2004
Tibor Pleiß,pleisti01,87,256,1989,2016
Mason Plumlee,plumlma01,83,254,1990,2014
Marshall Plumlee,plumlma02,84,250,1992,2017
Miles Plumlee,plumlmi01,83,249,1988,2013
Gary Plummer,plummga01,81,215,1962,1985
Pavel Podkolzin,podkopa01,89,260,1985,2005
Jakob Poeltl,poeltja01,85,245,1995,2017
Vincent Poirier,poirivi01,84,235,1993,2020
Aleksej Pokusevski,pokusal01,84,190,2001,2021
Scot Pollard,pollasc01,83,265,1975,1998
Olden Polynice,polynol01,83,220,1964,1988
Quincy Pondexter,pondequ01,79,230,1988,2011
Shamorie Ponds,pondssh01,72,180,1998,2020
Yves Pons,ponsyv01,78,215,1999,2022
Jordan Poole,poolejo01,76,194,1999,2020
Mark Pope,popema01,82,235,1972,1998
Dave Popson,popsoda01,82,220,1964,1989
Chris Porter,portech01,79,218,1978,2001
Jontay Porter,portejo01,83,240,1999,2021
Kevin Porter Jr.,porteke02,76,203,2000,2020
Michael Porter Jr.,portemi01,82,218,1998,2020
Otto Porter Jr.,porteot01,80,198,1993,2014
Terry Porter,portete01,75,195,1963,1986
Bobby Portis,portibo01,82,250,1995,2016
Kristaps Porziņģis,porzikr01,87,240,1995,2016
James Posey,poseyja01,80,215,1977,2000
Lavor Postell,postela01,77,215,1978,2001
Vitaly Potapenko,potapvi01,82,280,1975,1997
Micah Potter,pottemi01,82,248,1998,2022
Dwight Powell,poweldw01,82,240,1991,2015
Leon Powe,powele01,80,240,1984,2007
Josh Powell,poweljo01,81,225,1983,2006
Kasib Powell,powelka01,79,215,1981,2008
Myles Powell,powelmy01,74,195,1997,2022
Norman Powell,powelno01,75,215,1993,2016
Roger Powell,powelro01,78,235,1983,2007
Alex Poythress,poythal01,81,235,1993,2017
Harold Pressley,pressha01,79,210,1963,1987
Paul Pressey,presspa01,77,185,1958,1983
Phil Pressey,pressph01,71,175,1991,2014
A.J. Price,priceaj01,74,181,1986,2010
Brent Price,pricebr01,73,165,1968,1993
Mark Price,pricema01,72,170,1964,1987
Ronnie Price,pricero01,74,190,1983,2006
Pablo Prigioni,prigipa01,75,185,1977,2013
Joshua Primo,primojo01,78,190,2002,2022
Tayshaun Prince,princta01,81,212,1980,2003
Taurean Prince,princta02,79,218,1994,2017
Kevin Pritchard,pritcke01,75,180,1967,1991
Payton Pritchard,pritcpa01,73,195,1998,2021
Laron Profit,profila01,77,204,1977,2000
Gabe Pruitt,pruitga01,76,170,1986,2008
Joel Przybilla,przybjo01,85,255,1979,2001
Anthony Pullard,pullaan01,82,245,1966,1993
Jacob Pullen,pulleja01,73,200,1989,2018
Rodney Purvis,purviro01,76,205,1994,2018
Zhou Qi,qizh01,85,210,1996,2018
Tim Quarterman,quartti01,78,195,1994,2017
Trevelin Queen,queentr01,78,190,1997,2022
Neemias Queta,quetane01,84,245,1999,2022
Immanuel Quickley,quickim01,75,190,1999,2021
Brian Quinnett,quinnbr01,80,235,1966,1990
Chris Quinn,quinnch01,74,185,1983,2007
Ivan Rabb,rabbiv01,82,220,1997,2018
Dino Radja,radjadi01,83,225,1967,1994
Vladimir Radmanović,radmavl01,82,227,1980,2002
Aleksandar Radojević,radojal01,87,250,1976,2000
Miroslav Raduljica,radulmi01,84,250,1988,2014
Igor Rakočević,rakocig01,75,183,1978,2003
Kurt Rambis,rambiku01,80,213,1958,1982
Peter John Ramos,ramospe01,87,275,1985,2005
Jahmi'us Ramsey,ramseja01,75,190,2001,2021
Mark Randall,randama01,80,235,1967,1992
Chasson Randle,randlch01,74,185,1993,2017
Julius Randle,randlju01,80,250,1994,2015
Anthony Randolph,randoan01,82,205,1989,2009
Shavlik Randolph,randosh01,82,240,1983,2006
Zach Randolph,randoza01,81,250,1981,2002
Blair Rasmussen,rasmubl01,84,250,1962,1986
Xavier Rathan-Mayes,rathaxa01,76,208,1994,2018
Theo Ratliff,ratlith01,82,225,1973,1996
Andy Rautins,rautian01,76,190,1986,2011
Allan Ray,rayal01,74,190,1984,2007
Austin Reaves,reaveau01,77,206,1998,2022
Josh Reaves,reavejo02,76,214,1997,2020
Željko Rebrača,rebraze01,84,257,1972,2002
Eldridge Recasner,recasel01,75,190,1967,1995
Cam Reddish,reddica01,80,218,1999,2020
Michael Redd,reddmi01,78,220,1979,2001
J.J. Redick,redicjj01,75,200,1984,2007
Davon Reed,reedda01,77,208,1995,2018
Justin Reed,reedju01,80,240,1982,2005
Paul Reed,reedpa01,81,210,1999,2021
Willie Reed,reedwi02,82,220,1990,2016
Bryant Reeves,reevebr01,84,275,1973,1996
Khalid Reeves,reevekh01,75,199,1972,1995
Don Reid,reiddo01,80,250,1973,1996
J.R. Reid,reidjr01,81,247,1968,1990
Naz Reid,reidna01,81,264,1999,2020
Robert Reid,reidro01,80,205,1955,1978
Ryan Reid,reidry01,80,232,1986,2012
Jared Reiner,reineja01,83,255,1982,2005
Terrence Rencher,renchte01,75,185,1973,1996
Efthimios Rentzias,rentzef01,83,250,1976,2003
Shawn Respert,respesh01,73,195,1972,1996
Cameron Reynolds,reynoca01,79,225,1995,2019
Jerry Reynolds,reynoje01,80,200,1962,1986
Rodrick Rhodes,rhodero01,78,225,1973,1998
Glen Rice,ricegl01,80,215,1967,1990
Glen Rice Jr.,ricegl02,78,206,1991,2014
Chris Richard,richach01,81,270,1984,2008
Jason Richardson,richaja01,78,220,1981,2002
Jeremy Richardson,richaje01,78,185,1984,2007
Josh Richardson,richajo01,77,200,1993,2016
Malachi Richardson,richama01,78,205,1996,2017
Nick Richards,richani01,84,245,1997,2021
Norm Richardson,richano01,77,190,1979,2002
Pooh Richardson,richapo01,73,180,1966,1990
Quentin Richardson,richaqu01,78,223,1980,2001
Mitch Richmond,richmmi01,77,215,1965,1989
Isaiah Rider,rideris01,77,215,1971,1994
Luke Ridnour,ridnolu01,74,175,1981,2004
Antoine Rigaudeau,rigauan01,79,210,1971,2003
Eric Riley,rileyer01,84,245,1970,1994
Grant Riller,rillegr01,74,190,1997,2021
Austin Rivers,riverau01,76,200,1992,2013
David Rivers,riverda01,72,170,1965,1989
Doc Rivers,riverdo01,76,185,1961,1984
Alvin Robertson,roberal01,76,185,1962,1985
Anthony Roberson,roberan02,74,180,1983,2006
Andre Roberson,roberan03,79,210,1991,2014
Brian Roberts,roberbr01,73,173,1985,2013
Fred Roberts,roberfr01,82,218,1960,1984
Lawrence Roberts,roberla01,81,240,1982,2006
Ryan Robertson,roberry01,77,190,1976,2000
Stanley Roberts,roberst01,84,285,1970,1992
Terrance Roberson,roberte01,79,215,1976,2001
Bernard Robinson,robinbe01,78,210,1980,2005
Chris Robinson,robinch01,77,200,1974,1997
Cliff Robinson,robincl01,81,220,1960,1980
Clifford Robinson,robincl02,82,225,1966,1990
David Robinson,robinda01,85,235,1965,1990
Devin Robinson,robinde01,80,200,1995,2018
Duncan Robinson,robindu01,79,215,1994,2019
Eddie Robinson,robined01,80,210,1976,2000
Glenn Robinson,robingl01,79,225,1973,1995
Glenn Robinson III,robingl02,78,222,1994,2015
James Robinson,robinja02,74,180,1970,1994
Jamal Robinson,robinja03,79,212,1973,2001
Jerome Robinson,robinje01,76,190,1997,2019
Jeremiah Robinson-Earl,robinje02,81,230,2000,2022
Justin Robinson,robinju01,73,195,1997,2020
Larry Robinson,robinla01,75,180,1968,1991
Mitchell Robinson,robinmi01,84,240,1998,2019
Nate Robinson,robinna01,69,180,1984,2006
Rumeal Robinson,robinru01,74,195,1966,1991
Thomas Robinson,robinth01,82,237,1991,2013
Isaiah Roby,robyis01,80,230,1998,2020
Dennis Rodman,rodmade01,79,210,1961,1987
Sergio Rodríguez,rodrise01,75,176,1986,2007
Lou Roe,roelo01,79,220,1972,1996
Carlos Rogers,rogerca01,83,220,1971,1995
Rodney Rogers,rogerro01,79,235,1971,1994
Roy Rogers,rogerro02,82,235,1973,1997
Tree Rollins,rollitr01,85,235,1955,1978
Rajon Rondo,rondora01,73,180,1986,2007
Sean Rooks,rooksse01,82,250,1969,1993
Derrick Rose,rosede01,74,200,1988,2009
Jalen Rose,roseja01,80,210,1973,1995
Malik Rose,rosema01,79,250,1974,1997
Quinton Ross,rossqu01,78,195,1981,2005
Terrence Ross,rosste01,78,206,1991,2013
Doug Roth,rothdo01,83,255,1967,1990
Scott Roth,rothsc01,80,212,1963,1988
Jim Rowinski,rowinji01,80,250,1961,1989
Brian Rowsom,rowsobr01,81,220,1965,1988
Donald Royal,royaldo01,80,210,1966,1990
Brandon Roy,roybr01,78,215,1984,2007
Clifford Rozier,roziecl01,83,245,1972,1995
Terry Rozier,roziete01,73,190,1994,2016
Ricky Rubio,rubiori01,74,190,1990,2012
Guy Rucker,ruckegu01,83,265,1977,2003
Delaney Rudd,ruddde01,74,180,1962,1990
Damjan Rudež,rudezda01,82,228,1986,2015
Michael Ruffin,ruffimi01,81,246,1977,2000
Trevor Ruffin,ruffitr01,73,185,1970,1995
Jeff Ruland,rulanje01,82,240,1958,1982
Stefano Rusconi,ruscost01,81,240,1968,1996
Brandon Rush,rushbr01,78,220,1985,2009
Kareem Rush,rushka01,78,215,1980,2003
Bryon Russell,russebr01,79,225,1970,1994
D'Angelo Russell,russeda01,76,193,1996,2016
Walker Russell,russewa02,72,170,1982,2012
Arvydas Sabonis,sabonar01,87,279,1964,1996
Domantas Sabonis,sabondo01,83,240,1996,2017
Robert Sacre,sacrero01,84,270,1989,2013
John Salley,sallejo01,83,230,1964,1987
John Salmons,salmojo01,79,210,1979,2003
Kevin Salvadori,salvake01,84,231,1970,1997
Soumaila Samake,samakso01,84,230,1978,2001
Luka Šamanić,samanlu01,82,227,2000,2020
Cheikh Samb,sambch01,85,245,1984,2008
Brandon Sampson,sampsbr01,77,184,1997,2019
Jamal Sampson,sampsja01,83,235,1983,2003
JaKarr Sampson,sampsja02,79,214,1993,2015
Ralph Sampson,sampsra01,88,228,1960,1984
Samardo Samuels,samuesa01,81,260,1989,2011
Pepe Sánchez,sanchpe01,76,195,1977,2001
Jeff Sanders,sandeje01,80,225,1966,1990
Larry Sanders,sandela01,83,235,1988,2011
Melvin Sanders,sandeme01,77,210,1981,2006
Mike Sanders,sandemi01,78,210,1960,1983
Daniel Santiago,santida01,85,256,1976,2001
Dario Šarić,saricda01,82,225,1994,2017
Olivier Sarr,sarrol01,84,237,1999,2022
Jason Sasser,sasseja01,79,225,1974,1997
Jeryl Sasser,sasseje01,78,200,1979,2002
Tomáš Satoranský,satorto01,79,210,1991,2017
Kenny Satterfield,satteke01,74,186,1981,2002
Predrag Savović,savovpr01,78,225,1976,2003
Brian Scalabrine,scalabr01,81,241,1978,2002
Alex Scales,scaleal01,76,185,1978,2006
Jordan Schakel,schakjo01,78,200,1998,2022
Danny Schayes,schayda01,83,235,1959,1982
Steve Scheffler,schefst01,81,250,1967,1991
Luke Schenscher,schenlu01,85,255,1982,2006
Dwayne Schintzius,schindw01,85,260,1968,1991
Admiral Schofield,schofad01,77,241,1997,2020
Detlef Schrempf,schrede01,82,235,1963,1986
Dennis Schröder,schrode01,75,172,1993,2014
Luis Scola,scolalu01,81,240,1980,2008
Brent Scott,scottbr01,82,250,1971,1997
Byron Scott,scottby01,75,195,1961,1984
Dennis Scott,scottde01,80,229,1968,1991
James Scott,scottja01,78,180,1972,1997
Mike Scott,scottmi01,79,237,1988,2013
Shawnelle Scott,scottsh01,82,250,1972,1997
Tre Scott,scotttr01,80,225,1996,2022
Jay Scrubb,scrubja01,77,220,2000,2021
Shea Seals,sealssh01,77,210,1975,1998
Malik Sealy,sealyma01,80,190,1970,1993
Thabo Sefolosha,sefolth01,78,215,1984,2007
Rony Seikaly,seikaro01,83,230,1965,1989
Josh Selby,selbyjo01,74,183,1991,2012
Wayne Selden,seldewa01,77,230,1994,2017
Brad Sellers,sellebr01,84,210,1962,1987
Mouhamed Sene,senesa01,83,230,1986,2007
Alperen Şengün,sengual01,81,235,2002,2022
Kevin Séraphin,serapke01,81,285,1989,2011
Ansu Sesay,sesayan01,81,225,1976,2002
Ramon Sessions,sessira01,75,190,1986,2008
Ha Seung-Jin,seungha01,87,305,1985,2005
Collin Sexton,sextoco01,73,190,1999,2019
Charles Shackleford,shackch01,82,225,1966,1989
Mustafa Shakur,shakumu01,75,190,1984,2011
Landry Shamet,shamela01,76,190,1997,2019
God Shammgod,shammgo01,72,169,1976,1998
Day'Ron Sharpe,sharpda01,83,265,2001,2022
Walter Sharpe,sharpwa01,81,245,1986,2009
John Shasky,shaskjo01,83,235,1964,1989
Brian Shaw,shawbr01,78,190,1966,1989
Casey Shaw,shawca01,83,260,1975,1999
Marial Shayok,shayoma01,77,198,1995,2020
Tornike Shengelia,shengto01,81,217,1991,2013
Jeff Sheppard,sheppje01,75,190,1974,1999
Paul Shirley,shirlpa01,82,230,1977,2003
Purvis Short,shortpu01,79,210,1957,1979
Dexter Shouse,shousde01,74,200,1963,1990
Iman Shumpert,shumpim01,77,215,1990,2012
Alexey Shved,shvedal01,78,190,1988,2013
Pascal Siakam,siakapa01,81,230,1994,2017
Jordan Sibert,siberjo01,76,187,1992,2019
Jerry Sichting,sichtje01,73,168,1956,1981
Jack Sikma,sikmaja01,83,230,1955,1978
Xavier Silas,silasxa01,77,205,1988,2012
Garret Siler,silerga01,83,305,1986,2011
Chris Silva,silvach01,80,234,1996,2020
Wayne Simien,simiewa01,81,255,1983,2006
Ben Simmons,simmobe01,83,240,1996,2018
Bobby Simmons,simmobo01,79,210,1980,2002
Cedric Simmons,simmoce01,81,235,1986,2007
Jonathon Simmons,simmojo02,78,195,1989,2016
Kobi Simmons,simmoko01,77,166,1997,2018
Lionel Simmons,simmoli01,79,210,1968,1991
Anfernee Simons,simonan01,75,181,1999,2019
Marko Simonovic,simonma01,83,216,1999,2022
Miles Simon,simonmi01,75,202,1975,1999
Dickey Simpkins,simpkdi01,81,248,1972,1995
Alvin Sims,simsal01,76,235,1974,1999
Courtney Sims,simsco01,82,245,1983,2008
Henry Sims,simshe01,82,248,1990,2013
Jericho Sims,simsje01,82,245,1998,2022
Chris Singleton,singlch01,80,230,1989,2012
James Singleton,singlja01,80,216,1981,2006
Kyle Singler,singlky01,80,228,1988,2013
Sean Singletary,singlse01,72,185,1985,2009
Deividas Sirvydis,sirvyde01,80,190,2000,2021
Peyton Siva,sivape01,72,185,1990,2014
Scott Skiles,skilesc01,73,180,1964,1987
Brian Skinner,skinnbr01,81,255,1976,1999
Reggie Slater,slatere01,79,215,1970,1995
Tamar Slay,slayta01,80,215,1980,2003
Donald Sloan,sloando01,75,205,1988,2012
Uroš Slokar,slokaur01,82,238,1983,2007
Alen Smailagić,smailal01,82,215,2000,2020
Javonte Smart,smartja01,76,205,1999,2022
Marcus Smart,smartma01,75,220,1994,2015
Charles Smith,smithch01,82,230,1965,1989
Charles Smith,smithch02,73,160,1967,1990
Chris Smith,smithch03,75,190,1970,1993
Charles Smith,smithch04,76,194,1975,1998
Chris Smith,smithch05,74,200,1987,2014
Clinton Smith,smithcl01,78,210,1964,1987
Craig Smith,smithcr01,79,250,1983,2007
Derek Smith,smithde02,78,205,1961,1983
Dennis Smith Jr.,smithde03,74,205,1997,2018
Doug Smith,smithdo03,82,220,1969,1992
Donta Smith,smithdo04,79,215,1983,2005
Greg Smith,smithgr02,82,250,1991,2012
Ish Smith,smithis01,72,175,1988,2011
Jabari Smith,smithja01,83,250,1977,2001
Jason Smith,smithja02,84,240,1986,2008
Jalen Smith,smithja04,82,215,2000,2021
Jerry Smith,smithje01,74,190,1987,2012
Joe Smith,smithjo02,82,225,1975,1996
Josh Smith,smithjo03,81,225,1985,2005
J.R. Smith,smithjr01,78,225,1985,2005
Kenny Smith,smithke01,75,170,1965,1988
Larry Smith,smithla01,80,215,1958,1981
LaBradford Smith,smithla02,75,200,1969,1992
Leon Smith,smithle01,82,235,1980,2002
Michael Smith,smithmi01,82,225,1965,1990
Michael Smith,smithmi02,80,230,1972,1995
Mike Smith,smithmi03,80,195,1976,2001
Nolan Smith,smithno01,74,185,1988,2012
Otis Smith,smithot01,77,210,1964,1987
Reggie Smith,smithre01,82,240,1970,1993
Russ Smith,smithru01,72,165,1991,2015
Steve Smith,smithst01,79,200,1969,1992
Stevin Smith,smithst02,74,208,1972,1997
Steven Smith,smithst03,80,235,1983,2007
Theron Smith,smithth01,80,225,1980,2004
Tony Smith,smithto02,75,185,1968,1991
Zhaire Smith,smithzh01,75,205,1999,2019
Rik Smits,smitsri01,88,250,1966,1989
Mike Smrek,smrekmi01,84,250,1962,1986
Xavier Sneed,sneedxa01,77,215,1997,2022
Tony Snell,snellto01,78,213,1991,2014
Eric Snow,snower01,75,190,1973,1996
Kirk Snyder,snydeki01,78,225,1983,2005
Will Solomon,solomwi01,73,185,1978,2002
Darius Songaila,songada01,81,248,1978,2004
James Southerland,southja01,80,215,1990,2014
Pape Sow,sowpa01,82,250,1981,2005
Ray Spalding,spaldra01,82,215,1997,2019
Vassilis Spanoulis,spanova01,76,195,1982,2007
Rory Sparrow,sparrro01,74,175,1958,1981
Marreese Speights,speigma01,82,255,1987,2009
Omari Spellman,spellom01,80,245,1997,2019
Andre Spencer,spencan01,78,210,1964,1993
Elmore Spencer,spencel01,84,270,1969,1993
Felton Spencer,spencfe01,84,265,1968,1991
Tiago Splitter,splitti01,83,245,1985,2011
Latrell Sprewell,sprewla01,77,190,1970,1993
Jaden Springer,sprinja01,76,204,2002,2022
Jerry Stackhouse,stackje01,78,218,1974,1996
Ryan Stack,stackry01,83,215,1975,1999
Cassius Stanley,stanlca01,77,190,1999,2021
John Starks,starkjo01,75,180,1965,1989
Nik Stauskas,stausni01,78,205,1993,2015
Matt Steigenga,steigma01,79,225,1970,1997
Vladimir Stepania,stepavl01,84,236,1976,1999
Alex Stepheson,stephal01,82,270,1987,2016
D.J. Stephens,stephdj01,77,188,1990,2014
Everette Stephens,stephev01,74,175,1966,1989
Joe Stephens,stephjo01,79,210,1973,1997
Lance Stephenson,stephla01,78,230,1990,2011
Barry Stevens,steveba01,77,195,1963,1993
DeShawn Stevenson,stevede01,77,210,1981,2001
Lamar Stevens,stevela01,78,230,1997,2021
Isaiah Stewart,stewais01,80,250,2001,2021
Kebu Stewart,stewake01,80,239,1973,1998
Larry Stewart,stewala01,80,220,1968,1992
Michael Stewart,stewami01,82,230,1975,1998
Greg Stiemsma,stiemgr01,83,260,1985,2012
Bryant Stith,stithbr01,77,208,1970,1993
Alex Stivrins,stivral01,80,220,1962,1986
David Stockton,stockda01,71,165,1991,2015
John Stockton,stockjo01,73,170,1962,1985
Peja Stojaković,stojape01,82,229,1977,1999
Ed Stokes,stokeed01,84,264,1971,1998
Greg Stokes,stokegr01,82,220,1963,1986
Jarnell Stokes,stokeja01,81,263,1994,2015
Diamond Stone,stonedi01,83,255,1997,2017
Julyan Stone,stoneju01,78,200,1988,2012
Awvee Storey,storeaw01,78,222,1977,2005
Amar'e Stoudemire,stoudam01,82,245,1982,2003
Damon Stoudamire,stoudda01,70,171,1973,1996
Salim Stoudamire,stoudsa01,73,179,1982,2006
D.J. Strawberry,strawdj01,77,201,1985,2008
Erick Strickland,stricer01,75,210,1973,1997
Mark Strickland,stricma01,81,210,1970,1995
Rod Strickland,stricro02,75,175,1966,1989
Derek Strong,stronde01,80,220,1968,1992
Lamont Strothers,strotla01,76,190,1968,1992
Max Strus,strusma01,77,215,1996,2020
Rodney Stuckey,stuckro01,77,210,1986,2008
Jalen Suggs,suggsja01,76,205,2001,2022
Jared Sullinger,sullija01,81,260,1992,2013
DaJuan Summers,summeda01,80,230,1988,2010
Edmond Sumner,sumneed01,76,196,1995,2018
Bruno Šundov,sundobr01,86,220,1980,1999
Jon Sundvold,sundvjo01,74,170,1961,1984
Bob Sura,surabo01,77,200,1973,1996
Greg Sutton,suttogr01,74,170,1967,1992
Caleb Swanigan,swanica01,81,260,1997,2018
Mike Sweetney,sweetmi01,80,275,1982,2004
Robert Swift,swiftro01,84,245,1985,2005
Stromile Swift,swiftst01,81,225,1979,2001
Aaron Swinson,swinsaa01,77,230,1971,1995
Craig Sword,swordcr01,75,196,1994,2022
Keifer Sykes,sykeske01,72,180,1993,2022
Larry Sykes,sykesla01,81,255,1973,1996
Pape Sy,sypa01,79,225,1988,2011
Brett Szabo,szabobr01,83,230,1968,1997
Wally Szczerbiak,szczewa02,79,244,1977,2000
Žan Tabak,tabakza01,84,245,1970,1995
Yuta Tabuse,tabusyu01,69,165,1980,2005
Chris Taft,taftch01,82,260,1985,2006
Dragan Tarlać,tarladr01,82,260,1973,2001
Roy Tarpley,tarplro01,83,230,1964,1987
Jae'Sean Tate,tateja01,76,230,1995,2021
Jayson Tatum,tatumja01,80,210,1998,2018
Edy Tavares,tavarwa01,87,260,1992,2016
Donell Taylor,taylodo01,78,180,1982,2006
Isaiah Taylor,taylois01,75,170,1994,2017
Jay Taylor,tayloja01,75,190,1967,1990
Jermaine Taylor,tayloje02,76,210,1986,2010
Jeff Taylor,tayloje03,79,225,1989,2013
Johnny Taylor,taylojo01,81,220,1974,1998
Leonard Taylor,taylole01,80,220,1966,1990
Maurice Taylor,tayloma01,81,260,1976,1998
Mike Taylor,taylomi01,74,165,1986,2009
Terry Taylor,taylote01,77,230,1999,2022
Tyshawn Taylor,tayloty01,75,185,1990,2013
Terry Teagle,teaglte01,77,195,1960,1983
Jeff Teague,teaguje01,75,195,1988,2010
Marquis Teague,teaguma01,74,189,1993,2013
Mirza Teletović,teletmi01,81,242,1985,2013
Sebastian Telfair,telfase01,72,165,1985,2005
Garrett Temple,templga01,77,195,1986,2010
Miloš Teodosić,teodomi01,77,196,1987,2018
Jared Terrell,terreja01,75,227,1995,2019
Emanuel Terry,terryem01,81,220,1996,2019
Jason Terry,terryja01,74,185,1977,2000
Tyrell Terry,terryty01,74,160,2000,2021
Jon Teske,teskejo01,85,265,1997,2022
Hasheem Thabeet,thabeha01,87,263,1987,2010
Daniel Theis,theisda01,80,245,1992,2018
Reggie Theus,theusre01,79,190,1957,1979
Adonis Thomas,thomaad01,79,200,1993,2014
Billy Thomas,thomabi01,76,208,1975,2005
Brodric Thomas,thomabr01,77,185,1997,2021
Carl Thomas,thomaca01,76,175,1969,1992
Cam Thomas,thomaca02,76,210,2001,2022
Charles Thomas,thomach01,75,175,1969,1992
Etan Thomas,thomaet01,81,256,1978,2002
Irving Thomas,thomair01,80,225,1966,1991
Isiah Thomas,thomais01,73,180,1961,1982
Isaiah Thomas,thomais02,69,185,1989,2012
Jamel Thomas,thomaja01,78,215,1973,2000
James Thomas,thomaja02,80,235,1980,2005
Jim Thomas,thomaji01,75,190,1960,1984
John Thomas,thomajo02,81,265,1975,1998
Kenny Thomas,thomake01,79,261,1977,2000
Khyri Thomas,thomakh01,75,210,1996,2019
Kurt Thomas,thomaku01,81,230,1972,1996
Lance Thomas,thomala01,80,240,1988,2012
Malcolm Thomas,thomama01,81,225,1988,2012
Matt Thomas,thomama02,76,190,1994,2020
Tim Thomas,thomati01,82,230,1977,1998
Tyrus Thomas,thomaty01,81,215,1986,2007
Billy Thompson,thompbi01,79,195,1963,1987
Brooks Thompson,thompbr01,76,193,1970,1995
Dijon Thompson,thompdi01,79,195,1983,2006
Hollis Thompson,thompho01,80,206,1991,2014
Jason Thompson,thompja02,83,250,1986,2009
Kevin Thompson,thompke01,83,260,1971,1994
Klay Thompson,thompkl01,78,215,1990,2012
LaSalle Thompson,thompla01,82,245,1961,1983
Mychal Thompson,thompmy01,82,226,1955,1979
Mychel Thompson,thompmy02,78,211,1988,2012
Stephen Thompson,thompst01,76,185,1968,1992
Tristan Thompson,thomptr01,81,254,1991,2012
Trey Thompkins,thomptr02,82,245,1990,2012
JT Thor,thorjt01,82,205,2002,2022
Al Thornton,thornal01,80,220,1983,2008
Bob Thornton,thornbo01,82,225,1962,1986
Marcus Thornton,thornma01,76,205,1987,2010
Sindarius Thornwell,thornsi01,76,215,1994,2018
Otis Thorpe,thorpot01,81,225,1962,1985
Sedale Threatt,threase01,74,175,1961,1984
Matisse Thybulle,thybuma01,77,201,1997,2020
Killian Tillie,tilliki02,81,220,1998,2021
Xavier Tillman Sr.,tillmxa01,80,245,1999,2021
Jamaal Tinsley,tinslja01,75,195,1978,2002
Wayman Tisdale,tisdawa01,81,240,1964,1986
